Round,Year,Month,Day,Num1,Num2,Num3,Num4,Num5,Num6,bnsNum,Temperature,RainAmout
447,2011,06,25,2,7,8,9,17,33,34,18.3,37.0
448,2011,07,02,3,7,13,27,40,41,36,24.7,0.0
449,2011,07,09,3,10,20,26,35,43,36,23.6,15.0
450,2011,07,16,6,14,19,21,23,31,13,22.8,54.5
451,2011,07,23,12,15,20,24,30,38,29,25.4,3.0
452,2011,07,30,8,10,18,30,32,34,27,27.2,0.0
453,2011,08,06,12,24,33,38,40,42,30,28.5,1.5
454,2011,08,13,13,25,27,34,38,41,10,25.3,6.5
455,2011,08,20,4,19,20,26,30,35,24,23.1,0.5
456,2011,08,27,1,7,12,18,23,27,44,27.6,0.0
457,2011,09,03,8,10,18,23,27,40,33,25.1,0.0
458,2011,09,10,4,9,10,32,36,40,18,21.5,0.0
459,2011,09,17,4,6,10,14,25,40,12,25.8,0.0
460,2011,09,24,8,11,28,30,43,45,41,19.6,0.0
461,2011,10,01,11,18,26,31,37,40,43,12.7,0.0
462,2011,10,08,3,20,24,32,37,45,4,16.2,0.0
463,2011,10,15,23,29,31,33,34,44,40,13.0,20.0
464,2011,10,22,6,12,15,34,42,44,4,17.1,0.0
465,2011,10,29,1,8,11,13,22,38,31,12.0,5.0
466,2011,11,05,4,10,13,23,32,44,20,19.9,0.1
467,2011,11,12,2,12,14,17,24,40,39,12.0,0.0
468,2011,11,19,8,13,15,28,37,43,17,10.6,0.2
469,2011,11,26,4,21,22,34,37,38,33,5.6,0.0
470,2011,12,03,10,16,20,39,41,42,27,5.3,3.5
471,2011,12,10,6,13,29,37,39,41,43,-1.7,0.0
472,2011,12,17,16,25,26,31,36,43,44,-5.8,0.0
473,2011,12,24,8,13,20,22,23,36,34,-5.2,0.5
474,2011,12,31,4,13,18,31,33,45,43,-1.9,0.0
475,2012,01,07,1,9,14,16,21,29,3,-3.8,0.0
476,2012,01,14,9,12,13,15,37,38,27,-1.5,0.0
477,2012,01,21,14,25,29,32,33,45,37,2.4,0.1
478,2012,01,28,18,29,30,37,39,43,8,-1.8,0.0
479,2012,02,04,8,23,25,27,35,44,24,-3.0,0.2
480,2012,02,11,3,5,10,17,30,31,16,-3.8,0.0
481,2012,02,18,3,4,23,29,40,41,20,-6.8,0.0
482,2012,02,25,1,10,16,24,25,35,43,1.2,0.0
483,2012,03,03,12,15,19,22,28,34,5,6.9,0.0
484,2012,03,10,1,3,27,28,32,45,11,3.9,0.0
485,2012,03,17,17,22,26,27,36,39,20,10.4,2.0
486,2012,03,24,1,2,23,25,38,40,43,3.3,3.5
487,2012,03,31,4,8,25,27,37,41,21,5.4,0.0
488,2012,04,07,2,8,17,30,31,38,25,5.9,0.0
489,2012,04,14,2,4,8,15,20,27,11,10.5,0.0
490,2012,04,21,2,7,26,29,40,43,42,11.4,47.5
491,2012,04,28,8,17,35,36,39,42,4,17.0,0.0
492,2012,05,05,22,27,31,35,37,40,42,18.8,0.0
493,2012,05,12,20,22,26,33,36,37,25,17.1,0.0
494,2012,05,19,5,7,8,15,30,43,22,19.5,0.0
495,2012,05,26,4,13,22,27,34,44,6,19.8,0.0
496,2012,06,02,4,13,20,29,36,41,39,23.1,0.0
497,2012,06,09,19,20,23,24,43,44,13,24.2,0.0
498,2012,06,16,13,14,24,32,39,41,3,23.5,0.0
499,2012,06,23,5,20,23,27,35,40,43,26.2,0.0
500,2012,06,30,3,4,12,20,24,34,41,21.9,69.5
501,2012,07,07,1,4,10,17,31,42,2,24.8,0.0
502,2012,07,14,6,22,28,32,34,40,26,22.8,8.0
503,2012,07,21,1,5,27,30,34,36,40,27.5,0.0
504,2012,07,28,6,14,22,26,43,44,31,28.5,0.0
505,2012,08,04,7,20,22,25,38,40,44,31.7,0.0
506,2012,08,11,6,9,11,22,24,30,31,27.7,0.0
507,2012,08,18,12,13,32,33,40,41,4,27.2,2.0
508,2012,08,25,5,27,31,34,35,43,37,25.0,11.5
509,2012,09,01,12,25,29,35,42,43,24,25.2,0.0
510,2012,09,08,12,29,32,33,39,40,42,20.2,25.0
511,2012,09,15,3,7,14,23,26,42,24,21.0,0.0
512,2012,09,22,4,5,9,13,26,27,1,20.7,0.0
513,2012,09,29,5,8,21,23,27,33,12,16.4,0.5
514,2012,10,06,1,15,20,26,35,42,9,19.6,0.0
515,2012,10,13,2,11,12,15,23,37,8,16.4,0.0
516,2012,10,20,2,8,23,41,43,44,30,15.8,0.0
517,2012,10,27,1,9,12,28,36,41,10,14.3,44.0
518,2012,11,03,14,23,30,32,34,38,6,9.4,0.0
519,2012,11,10,6,8,13,16,30,43,3,12.0,0.0
520,2012,11,17,4,22,27,28,38,40,1,5.3,1.5
521,2012,11,24,3,7,18,29,32,36,19,1.7,0.0
522,2012,12,01,4,5,13,14,37,41,11,-0.9,0.0
523,2012,12,08,1,4,37,38,40,45,7,-8.2,0.0
524,2012,12,15,10,11,29,38,41,45,21,4.6,0.5
525,2012,12,22,11,23,26,29,39,44,22,-3.0,0.0
526,2012,12,29,7,14,17,20,35,39,31,-0.3,4.1
527,2013,01,05,1,12,22,32,33,42,38,-7.0,0.0
528,2013,01,12,5,17,25,31,39,40,10,0.0,0.1
529,2013,01,19,18,20,24,27,31,42,39,0.5,0.0
530,2013,01,26,16,23,27,29,33,41,22,-9.2,0.0
531,2013,02,02,1,5,9,21,27,35,45,-1.1,0.0
532,2013,02,09,16,17,23,24,29,44,3,-7.2,0.0
533,2013,02,16,9,14,15,17,31,33,23,-2.6,0.0
534,2013,02,23,10,24,26,29,37,38,32,-0.9,0.0
535,2013,03,02,11,12,14,15,18,39,34,-0.8,0.0
536,2013,03,09,7,8,18,32,37,43,12,13.2,0.0
537,2013,03,16,12,23,26,30,36,43,11,6.3,0.0
538,2013,03,23,6,10,18,31,32,34,11,5.4,0.0
539,2013,03,30,3,19,22,31,42,43,26,4.9,0.2
540,2013,04,06,3,12,13,15,34,36,14,7.5,14.0
541,2013,04,13,8,13,26,28,32,34,43,11.4,0.0
542,2013,04,20,5,6,19,26,41,45,34,6.6,9.5
543,2013,04,27,13,18,26,31,34,44,12,12.8,0.0
544,2013,05,04,5,17,21,25,36,44,10,13.9,0.0
545,2013,05,11,4,24,25,27,34,35,2,17.9,0.0
546,2013,05,18,8,17,20,27,37,43,6,17.7,14.5
547,2013,05,25,6,7,15,22,34,39,28,24.7,0.0
548,2013,06,01,1,12,13,21,32,45,14,21.7,0.0
549,2013,06,08,29,31,35,38,40,44,17,26.4,0.0
550,2013,06,15,1,7,14,20,34,37,41,24.6,0.0
551,2013,06,22,3,6,20,24,27,44,25,25.1,0.0
552,2013,06,29,1,10,20,32,35,40,43,27.2,0.0
553,2013,07,06,2,7,17,28,29,39,37,25.2,0.0
554,2013,07,13,13,14,17,32,41,42,6,24.2,165.0
555,2013,07,20,11,17,21,24,26,36,12,27.0,1.0
556,2013,07,27,12,20,23,28,30,44,43,26.2,0.2
557,2013,08,03,4,20,26,28,35,40,31,28.9,0.1
558,2013,08,10,12,15,19,26,40,43,29,28.0,2.0
559,2013,08,17,11,12,25,32,44,45,23,28.7,0.0
560,2013,08,24,1,4,20,23,29,45,28,26.6,0.0
561,2013,08,31,5,7,18,37,42,45,20,24.0,2.5
562,2013,09,07,4,11,13,17,20,31,33,21.9,0.0
563,2013,09,14,5,10,16,17,31,32,21,23.1,11.5
564,2013,09,21,14,19,25,26,27,34,2,23.8,0.0
565,2013,09,28,4,10,18,27,40,45,38,17.4,4.0
566,2013,10,05,4,5,6,25,26,43,41,20.0,0.0
567,2013,10,12,1,10,15,16,32,41,28,16.4,0.0
568,2013,10,19,1,3,17,20,31,44,40,14.6,0.0
569,2013,10,26,3,6,13,23,24,35,1,10.0,0.0
570,2013,11,02,1,12,26,27,29,33,42,11.6,7.5
571,2013,11,09,11,18,21,26,38,43,29,11.6,5.5
572,2013,11,16,3,13,18,33,37,45,1,7.0,2.0
573,2013,11,23,2,4,20,34,35,43,14,7.1,0.0
574,2013,11,30,14,15,16,19,25,43,2,5.3,0.0
575,2013,12,07,2,8,20,30,33,34,6,6.2,0.1
576,2013,12,14,10,11,15,25,35,41,13,-4.9,1.1
577,2013,12,21,16,17,22,31,34,37,33,-3.1,0.0
578,2013,12,28,5,12,14,32,34,42,16,-6.5,0.0
579,2014,01,04,5,7,20,22,37,42,39,-0.1,0.0
580,2014,01,11,5,7,9,11,32,35,33,-1.7,0.0
581,2014,01,18,3,5,14,20,42,44,33,-2.2,0.0
582,2014,01,25,2,12,14,33,40,41,25,4.2,3.0
583,2014,02,01,8,17,27,33,40,44,24,4.9,11.0
584,2014,02,08,7,18,30,39,40,41,36,0.2,4.3
585,2014,02,15,6,7,10,16,38,41,4,2.7,0.0
586,2014,02,22,2,7,12,15,21,34,5,2.2,0.0
587,2014,03,01,14,21,29,31,32,37,17,6.0,0.0
588,2014,03,08,2,8,15,22,25,41,30,2.0,0.0
589,2014,03,15,6,8,28,33,38,39,22,6.8,0.0
590,2014,03,22,20,30,36,38,41,45,23,8.6,0.0
591,2014,03,29,8,13,14,30,38,39,5,15.0,3.5
592,2014,04,05,2,5,6,13,28,44,43,6.2,0.0
593,2014,04,12,9,10,13,24,33,38,28,14.3,0.0
594,2014,04,19,2,8,13,25,28,37,3,14.0,0.0
595,2014,04,26,8,24,28,35,38,40,5,18.7,0.0
596,2014,05,03,3,4,12,14,25,43,17,13.1,0.0
597,2014,05,10,8,10,23,24,35,43,37,20.5,0.0
598,2014,05,17,4,12,24,33,38,45,22,20.0,0.0
599,2014,05,24,5,12,17,29,34,35,27,21.3,0.0
600,2014,05,31,5,11,14,27,29,36,44,26.2,0.0
601,2014,06,07,2,16,19,31,34,35,37,23.5,0.0
602,2014,06,14,13,14,22,27,30,38,2,22.5,0.0
603,2014,06,21,2,19,25,26,27,43,28,23.1,8.5
604,2014,06,28,2,6,18,21,33,34,30,23.8,0.0
605,2014,07,05,1,2,7,9,10,38,42,25.7,0.0
606,2014,07,12,1,5,6,14,20,39,22,25.3,0.0
607,2014,07,19,8,14,23,36,38,39,13,27.0,0.0
608,2014,07,26,4,8,18,19,39,44,41,22.6,2.5
609,2014,08,02,4,8,27,34,39,40,13,31.4,0.0
610,2014,08,09,14,18,20,23,28,36,33,26.5,0.0
611,2014,08,16,2,22,27,33,36,37,14,26.1,0.0
612,2014,08,23,6,9,18,19,25,33,40,25.2,0.5
613,2014,08,30,7,8,11,16,41,44,35,24.6,0.0
614,2014,09,06,8,21,25,39,40,44,18,25.2,0.0
615,2014,09,13,10,17,18,19,23,27,35,23.1,0.0
616,2014,09,20,5,13,18,23,40,45,3,21.6,0.0
617,2014,09,27,4,5,11,12,24,27,28,21.4,0.0
618,2014,10,04,8,16,25,30,42,43,15,16.9,0.0
619,2014,10,11,6,8,13,30,35,40,21,19.4,0.0
620,2014,10,18,2,16,17,32,39,45,40,15.5,0.0
621,2014,10,25,1,2,6,16,19,42,9,16.5,0.0
622,2014,11,01,9,15,16,21,28,34,24,17.3,0.0
623,2014,11,08,7,13,30,39,41,45,25,9.9,0.0
624,2014,11,15,1,7,19,26,27,35,16,4.1,0.0
625,2014,11,22,3,6,7,20,21,39,13,11.0,4.0
626,2014,11,29,13,14,26,33,40,43,15,8.3,0.0
627,2014,12,06,2,9,22,25,31,45,12,-5.6,0.0
628,2014,12,13,1,7,12,15,23,42,11,-5.2,0.0
629,2014,12,20,19,28,31,38,43,44,1,-1.7,2.0
630,2014,12,27,8,17,21,24,27,31,15,-1.8,0.0
631,2015,01,03,1,2,4,23,31,34,8,-2.7,0.0
632,2015,01,10,15,18,21,32,35,44,6,-0.3,0.0
633,2015,01,17,9,12,19,20,39,41,13,-4.1,0.0
634,2015,01,24,4,10,11,12,20,27,38,3.7,0.0
635,2015,01,31,11,13,25,26,29,33,32,-4.5,0.0
636,2015,02,07,6,7,15,16,20,31,26,1.2,0.0
637,2015,02,14,3,16,22,37,38,44,23,2.0,0.0
638,2015,02,21,7,18,22,24,31,34,6,5.7,8.0
639,2015,02,28,6,15,22,23,25,32,40,2.7,0.0
640,2015,03,07,14,15,18,21,26,35,23,4.2,0.0
641,2015,03,14,11,18,21,36,37,43,12,4.3,0.0
642,2015,03,21,8,17,18,24,39,45,32,11.7,0.0
643,2015,03,28,15,24,31,32,33,40,13,9.7,0.0
644,2015,04,04,5,13,17,23,28,36,8,13.5,0.0
645,2015,04,11,1,4,16,26,40,41,31,13.5,0.0
646,2015,04,18,2,9,24,41,43,45,30,15.2,0.0
647,2015,04,25,5,16,21,23,24,30,29,15.9,0.0
648,2015,05,02,13,19,28,37,38,43,4,20.7,0.5
649,2015,05,09,3,21,22,33,41,42,20,17.6,0.0
650,2015,05,16,3,4,7,11,31,41,35,18.0,0.0
651,2015,05,23,11,12,16,26,29,44,18,20.6,0.0
652,2015,05,30,3,13,15,40,41,44,20,19.8,0.4
653,2015,06,06,5,6,26,27,38,39,1,22.4,0.0
654,2015,06,13,16,21,26,31,36,43,6,24.7,0.5
655,2015,06,20,7,37,38,39,40,44,18,19.6,44.5
656,2015,06,27,3,7,14,16,31,40,39,25.2,0.0
657,2015,07,04,10,14,19,39,40,43,23,24.1,0.0
658,2015,07,11,8,19,25,28,32,36,37,30.4,0.0
659,2015,07,18,7,18,19,27,29,42,45,24.3,0.5
660,2015,07,25,4,9,23,33,39,44,14,25.0,80.0
661,2015,08,01,2,3,12,20,27,38,40,28.2,0.0
662,2015,08,08,5,6,9,11,15,37,26,26.6,7.5
663,2015,08,15,3,5,8,19,38,42,20,27.1,0.1
664,2015,08,22,10,20,33,36,41,44,5,25.5,0.0
665,2015,08,29,5,6,11,17,38,44,13,24.4,0.0
666,2015,09,05,2,4,6,11,17,28,16,21.9,5.0
667,2015,09,12,15,17,25,37,42,43,13,19.2,0.0
668,2015,09,19,12,14,15,24,27,32,3,22.3,0.0
669,2015,09,26,7,8,20,29,33,38,9,22.4,0.0
670,2015,10,03,11,18,26,27,40,41,25,19.2,0.0
671,2015,10,10,7,9,10,13,31,35,24,12.8,3.5
672,2015,10,17,8,21,28,31,36,45,43,18.7,0.0
673,2015,10,24,7,10,17,29,33,44,5,16.9,10.5
674,2015,10,31,9,10,14,25,27,31,11,5.7,0.0
675,2015,11,07,1,8,11,15,18,45,7,10.5,24.5
676,2015,11,14,1,8,17,34,39,45,27,12.8,3.5
677,2015,11,21,12,15,24,36,41,44,42,9.2,0.0
678,2015,11,28,4,5,6,12,25,37,45,0.1,0.1
679,2015,12,05,3,5,7,14,26,34,35,3.4,0.0
680,2015,12,12,4,10,19,29,32,42,30,5.2,0.0
681,2015,12,19,21,24,27,29,43,44,7,-0.1,0.0
682,2015,12,26,17,23,27,35,38,43,2,0.9,0.7
683,2016,01,02,6,13,20,27,28,40,15,5.7,0.0
684,2016,01,09,1,11,15,17,25,39,40,-2.1,0.0
685,2016,01,16,6,7,12,28,38,40,18,-0.2,0.1
686,2016,01,23,7,12,15,24,25,43,13,-11.5,0.0
687,2016,01,30,1,8,10,13,28,42,45,0.6,0.0
688,2016,02,06,5,15,22,23,34,35,2,-3.1,0.0
689,2016,02,13,7,17,19,30,36,38,34,11.0,21.0
690,2016,02,20,24,25,33,34,38,39,43,1.3,0.0
691,2016,02,27,15,27,33,35,43,45,16,3.3,0.2
692,2016,03,05,3,11,14,15,32,36,44,11.3,40.0
693,2016,03,12,1,6,11,28,34,42,30,2.0,0.0
694,2016,03,19,7,15,20,25,33,43,12,11.4,0.0
695,2016,03,26,4,18,26,33,34,38,14,6.5,0.0
696,2016,04,02,1,7,16,18,34,38,21,15.0,0.0
697,2016,04,09,2,5,8,11,33,39,31,10.7,0.0
698,2016,04,16,3,11,13,21,33,37,18,14.9,23.5
699,2016,04,23,4,5,8,16,21,29,3,13.5,0.0
700,2016,04,30,11,23,28,29,30,44,13,15.9,0.0
701,2016,05,07,3,10,14,16,36,38,35,16.5,0.0
702,2016,05,14,3,13,16,24,26,29,9,20.2,0.0
703,2016,05,21,10,28,31,33,41,44,21,24.1,0.0
704,2016,05,28,1,4,8,23,33,42,45,21.7,0.0
705,2016,06,04,1,6,17,22,28,45,23,21.2,0.0
706,2016,06,11,3,4,6,10,28,30,37,23.5,3.0
707,2016,06,18,2,12,19,24,39,44,35,24.5,0.0
708,2016,06,25,2,10,16,19,34,45,1,22.8,0.0
709,2016,07,02,10,18,30,36,39,44,32,23.5,4.0
710,2016,07,09,3,4,9,24,25,33,10,27.7,0.0
711,2016,07,16,11,15,24,35,37,45,42,20.8,46.5
712,2016,07,23,17,20,30,31,33,45,19,28.7,0.5
713,2016,07,30,2,5,15,18,19,23,44,28.6,0.5
714,2016,08,06,1,7,22,33,37,40,20,30.5,0.0
715,2016,08,13,2,7,27,33,41,44,10,30.2,0.0
716,2016,08,20,2,6,13,16,29,30,21,30.1,0.0
717,2016,08,27,2,11,19,25,28,32,44,23.4,0.0
718,2016,09,03,4,11,20,23,32,39,40,23.9,0.5
719,2016,09,10,4,8,13,19,20,43,26,24.4,0.0
720,2016,09,17,1,12,29,34,36,37,41,23.1,7.0
721,2016,09,24,1,28,35,41,43,44,31,22.3,0.0
722,2016,10,01,12,14,21,30,39,43,45,21.1,0.0
723,2016,10,08,20,30,33,35,36,44,22,16.8,6.0
724,2016,10,15,2,8,33,35,37,41,14,19.1,0.0
725,2016,10,22,6,7,19,21,41,43,38,18.3,0.0
726,2016,10,29,1,11,21,23,34,44,24,7.8,0.0
727,2016,11,05,7,8,10,19,21,31,20,15.0,0.0
728,2016,11,12,3,6,10,30,34,37,36,11.4,0.0
729,2016,11,19,11,17,21,26,36,45,16,13.0,0.0
730,2016,11,26,4,10,14,15,18,22,39,0.9,2.8
731,2016,12,03,2,7,13,25,42,45,39,4.5,0.0
732,2016,12,10,2,4,5,17,27,32,43,-1.6,0.0
733,2016,12,17,11,24,32,33,35,40,13,2.7,0.0
734,2016,12,24,6,16,37,38,41,45,18,-2.4,0.0
735,2016,12,31,5,10,13,27,37,41,4,0.7,0.0
736,2017,01,07,2,11,17,18,21,27,6,4.6,0.0
737,2017,01,14,13,15,18,24,27,41,11,-8.4,0.0
738,2017,01,21,23,27,28,38,42,43,36,-5.2,2.1
739,2017,01,28,7,22,29,33,34,35,30,-1.6,0.0
740,2017,02,04,4,8,9,16,17,19,31,0.9,0.0
741,2017,02,11,5,21,27,34,44,45,16,-4.8,0.0
742,2017,02,18,8,10,13,36,37,40,6,-2.6,0.0
743,2017,02,25,15,19,21,34,41,44,10,2.6,0.0
744,2017,03,04,10,15,18,21,34,41,43,5.7,0.0
745,2017,03,11,1,2,3,9,12,23,10,7.3,0.0
746,2017,03,18,3,12,33,36,42,45,25,9.5,0.0
747,2017,03,25,7,9,12,14,23,28,17,8.1,0.0
748,2017,04,01,3,10,13,22,31,32,29,9.0,1.0
749,2017,04,08,12,14,24,26,34,45,41,13.0,0.5
750,2017,04,15,1,2,15,19,24,36,12,16.8,0.0
751,2017,04,22,3,4,16,20,28,44,17,14.8,0.0
752,2017,04,29,4,16,20,33,40,43,7,17.1,0.0
753,2017,05,06,2,17,19,24,37,41,3,14.9,0.0
754,2017,05,13,2,8,17,24,29,31,32,16.4,6.0
755,2017,05,20,13,14,26,28,30,36,37,20.9,0.0
756,2017,05,27,10,14,16,18,27,28,4,19.5,0.0
757,2017,06,03,6,7,11,17,33,44,1,20.5,0.0
758,2017,06,10,5,9,12,30,39,43,24,21.5,4.5
759,2017,06,17,9,33,36,40,42,43,32,24.2,0.0
760,2017,06,24,10,22,27,31,42,43,12,24.5,3.5
761,2017,07,01,4,7,11,24,42,45,30,25.3,0.5
762,2017,07,08,1,3,12,21,26,41,16,26.0,4.5
763,2017,07,15,3,8,16,32,34,43,10,25.0,42.5
764,2017,07,22,7,22,24,31,34,36,15,29.3,0.5
765,2017,07,29,1,3,8,12,42,43,33,27.2,0.0
766,2017,08,05,9,30,34,35,39,41,21,31.4,0.0
767,2017,08,12,5,15,20,31,34,42,22,27.8,0.0
768,2017,08,19,7,27,29,30,38,44,4,26.1,0.0
769,2017,08,26,5,7,11,16,41,45,4,24.2,0.0
770,2017,09,02,1,9,12,23,39,43,34,23.8,0.0
771,2017,09,09,6,10,17,18,21,29,30,23.8,0.0
772,2017,09,16,5,6,11,14,21,41,32,22.0,0.0
773,2017,09,23,8,12,19,21,31,35,44,21.8,0.0
774,2017,09,30,12,15,18,28,34,42,9,20.0,0.0
775,2017,10,07,11,12,29,33,38,42,17,21.9,0.0
776,2017,10,14,8,9,18,21,28,40,20,14.4,0.0
777,2017,10,21,6,12,17,21,34,37,18,17.6,0.0
778,2017,10,28,6,21,35,36,37,41,11,17.2,0.0
779,2017,11,04,6,12,19,24,34,41,4,7.8,0.0
780,2017,11,11,15,17,19,21,27,45,16,5.9,0.0
781,2017,11,18,11,16,18,19,24,39,43,-2.1,0.0
782,2017,11,25,6,18,31,34,38,45,20,3.0,24.0
783,2017,12,02,14,15,16,17,38,45,36,1.9,0.0
784,2017,12,09,3,10,23,24,31,39,22,-0.5,0.0
785,2017,12,16,4,6,15,25,26,33,40,-5.7,0.0
786,2017,12,23,12,15,16,20,24,30,38,6.1,0.0
787,2017,12,30,5,6,13,16,27,28,9,1.4,0.7
788,2018,01,06,2,10,11,19,35,39,29,-2.8,0.0
789,2018,01,13,2,6,7,12,19,45,38,-4.4,0.4
790,2018,01,20,3,8,19,27,30,41,12,2.2,0.0
791,2018,01,27,2,10,12,31,33,42,32,-9.9,0.0
792,2018,02,03,2,7,19,25,29,36,16,-7.3,0.5
793,2018,02,10,10,15,21,35,38,43,31,-0.5,0.0
794,2018,02,17,6,7,18,19,30,38,13,-3.0,0.0
795,2018,02,24,3,10,13,26,34,38,36,2.4,0.0
796,2018,03,03,1,21,26,36,40,41,5,7.9,0.0
797,2018,03,10,5,22,31,32,39,45,36,4.6,0.0
798,2018,03,17,2,10,14,22,32,36,41,6.6,0.0
799,2018,03,24,12,17,23,34,42,45,33,7.6,0.0
800,2018,03,31,1,4,10,12,28,45,26,14.0,0.0
801,2018,04,07,17,25,28,37,43,44,2,4.2,0.2
802,2018,04,14,10,11,12,18,24,42,27,9.0,9.0
803,2018,04,21,5,9,14,26,30,43,2,18.7,0.0
804,2018,04,28,1,10,13,26,32,36,9,15.4,0.0
805,2018,05,05,3,12,13,18,31,32,42,18.3,0.0
806,2018,05,12,14,20,23,31,37,38,27,14.2,32.0
807,2018,05,19,6,10,18,25,34,35,33,17.6,0.0
808,2018,05,26,15,21,31,32,41,43,24,21.8,0.0
809,2018,06,02,6,11,15,17,23,40,39,23.4,0.0
810,2018,06,09,5,10,13,21,39,43,11,23.7,0.5
811,2018,06,16,8,11,19,21,36,45,25,22.5,0.0
812,2018,06,23,1,3,12,14,16,43,10,24.5,0.0
813,2018,06,30,11,30,34,35,42,44,27,24.4,14.5
814,2018,07,07,2,21,28,38,42,45,30,23.7,0.0
815,2018,07,14,17,21,25,26,27,36,4,27.9,0.0
816,2018,07,21,12,18,19,29,31,39,7,30.6,0.0
817,2018,07,28,3,9,12,13,25,43,34,29.5,7.5
818,2018,08,04,14,15,25,28,29,30,3,31.1,0.0
819,2018,08,11,16,25,33,38,40,45,15,31.0,0.0
820,2018,08,18,10,21,22,30,35,42,6,26.7,0.0
821,2018,08,25,1,12,13,24,29,44,16,25.2,0.0
822,2018,09,01,9,18,20,24,27,36,12,25.5,0.0
823,2018,09,08,12,18,24,26,39,40,15,21.7,0.0
824,2018,09,15,7,9,24,29,34,38,26,23.3,0.2
825,2018,09,22,8,15,21,31,33,38,42,20.8,6.5
826,2018,09,29,13,16,24,25,33,36,42,20.2,0.0
827,2018,10,06,5,11,12,29,33,44,14,18.0,55.5
828,2018,10,13,4,7,13,29,31,39,18,12.5,0.0
829,2018,10,20,4,5,31,35,43,45,29,13.4,0.0
830,2018,10,27,5,6,16,18,37,38,17,8.7,0.0
831,2018,11,03,3,10,16,19,31,39,9,11.2,0.0
832,2018,11,10,13,14,19,26,40,43,30,11.9,0.0
833,2018,11,17,12,18,30,39,41,42,19,4.9,0.0
834,2018,11,24,6,8,18,35,42,43,3,2.6,10.9
835,2018,12,01,9,10,13,28,38,45,35,5.5,0.0
836,2018,12,08,1,9,11,14,26,28,19,-8.3,0.0
837,2018,12,15,2,25,28,30,33,45,6,-2.4,0.0
838,2018,12,22,9,14,17,33,36,38,20,6.9,0.0
839,2018,12,29,3,9,11,12,13,19,35,-7.6,0.0
840,2019,01,05,2,4,11,28,29,43,27,-2.8,0.0
841,2019,01,12,5,11,14,30,33,38,24,2.8,0.0
842,2019,01,19,14,26,32,36,39,42,38,3.6,0.0
843,2019,01,26,19,21,30,33,34,42,4,-2.5,0.0
844,2019,02,02,7,8,13,15,33,45,18,1.4,0.0
845,2019,02,09,1,16,29,33,40,45,6,-5.4,0.0
846,2019,02,16,5,18,30,41,43,45,13,-2.7,0.2
847,2019,02,23,12,16,26,28,30,42,22,6.8,0.0
848,2019,03,02,1,2,16,22,38,39,34,7.8,0.0
849,2019,03,09,5,13,17,29,34,39,3,7.2,0.0
850,2019,03,16,16,20,24,28,36,39,5,4.3,0.0
851,2019,03,23,14,18,22,26,31,44,40,3.3,1.7
852,2019,03,30,11,17,28,30,33,35,9,5.2,1.8
853,2019,04,06,2,8,23,26,27,44,13,9.3,0.8
854,2019,04,13,20,25,31,32,36,43,3,11.8,0.0
855,2019,04,20,8,15,17,19,43,44,7,14.3,1.2
856,2019,04,27,10,24,40,41,43,44,17,11.6,0.0
857,2019,05,04,6,10,16,28,34,38,43,19.5,0.0
858,2019,05,11,9,13,32,38,39,43,23,20.3,0.0
859,2019,05,18,8,22,35,38,39,41,24,22.8,0.0
860,2019,05,25,4,8,18,25,27,32,42,23.4,0.0
861,2019,06,01,11,17,19,21,22,25,24,18.9,0.0
862,2019,06,08,10,34,38,40,42,43,32,21.9,0.0
863,2019,06,15,16,21,28,35,39,43,12,21.9,2.1
864,2019,06,22,3,7,10,13,25,36,32,24.2,0.0
865,2019,06,29,3,15,22,32,33,45,2,23.1,1.5
866,2019,07,06,9,15,29,34,37,39,12,29.7,0.0
867,2019,07,13,14,17,19,22,24,40,41,24.9,0.0
868,2019,07,20,12,17,28,41,43,44,25,28.0,1.1
869,2019,07,27,2,6,20,27,37,39,4,28.4,0.6
870,2019,08,03,21,25,30,32,40,42,31,29.4,3.0
871,2019,08,10,2,6,12,26,30,34,38,31.5,0.0
872,2019,08,17,2,4,30,32,33,43,29,25.9,0.0
873,2019,08,24,3,5,12,13,33,39,38,24.1,0.0
874,2019,08,31,1,15,19,23,28,42,32,23.5,0.0
875,2019,09,07,19,22,30,34,39,44,36,25.7,2.8
876,2019,09,14,5,16,21,26,34,42,24,22.4,0.3
877,2019,09,21,5,17,18,22,23,43,12,19.6,0.0
878,2019,09,28,2,6,11,16,25,31,3,23.7,0.0
879,2019,10,05,1,4,10,14,15,35,20,18.7,0.6
880,2019,10,12,7,17,19,23,24,45,38,17.9,0.0
881,2019,10,19,4,18,20,26,27,32,9,17.0,0.0
882,2019,10,26,18,34,39,43,44,45,23,10.0,0.0
883,2019,11,02,9,18,32,33,37,44,22,13.6,0.0
884,2019,11,09,4,14,23,28,37,45,17,9.5,0.0
885,2019,11,16,1,3,24,27,39,45,31,6.8,0.0
886,2019,11,23,19,23,28,37,42,45,2,12.1,0.0
887,2019,11,30,8,14,17,27,36,45,10,4.1,0.0
888,2019,12,07,3,7,12,31,34,38,32,-2.4,0.1
889,2019,12,14,3,13,29,38,39,42,26,2.7,0.0
890,2019,12,21,1,4,14,18,29,37,6,-1.2,0.6
891,2019,12,28,9,13,28,31,39,41,19,1.1,0.0
892,2020,01,04,4,9,17,18,26,42,36,1.2,0.0
893,2020,01,11,1,15,17,23,25,41,10,-0.1,0.0
